"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL2391578";"";"None";"338.41";"0";"3.03";"17";"O=C(NCc1cccnc1)Nc1ccc(C(=O)N2CCCCC2)cc1";"Stability";"'='";"82.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2395454";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 1 uM after 30 mins by LC-MS analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2390838";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";""
"CHEMBL2409031";"";"None";"446.58";"0";"4.71";"10";"CCCc1c(C(=O)NC(C)(C)c2ccncc2)cnn1-c1ncc(C)c(-c2cccs2)n1";"Stability";"'='";"2.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2410914";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 1 uM after 15 mins by LC/MS analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2406902";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";"";""
"CHEMBL2402018";"";"None";"443.63";"0";"1.45";"8c";"CC(C)(C)NC(=O)N(CCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)C1CCCCC1";"Stability";"'='";"87.58";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2404636";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 2 uM after 60 mins in presence of NADPH";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2401641";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";""
"CHEMBL4066527";"";"None";"413.57";"1";"5.33";"46";"c1cc2c(C3CCNCC3)c[nH]c2cc1Nc1ccc2[nH]cc(C3CCNCC3)c2c1";"Stability";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL3999693";"Metabolic stability in mouse liver microsomes assessed as parent compound remaining after 1 hr";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";" microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3997826";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";""
"CHEMBL4094670";"";"None";"317.37";"0";"2.53";"15g";"CC(C)n1nc(-c2cc(-c3cccs3)on2)c(C(N)=O)c1N";"Stability";"'='";"32.1";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4000783";"Stability in mouse liver microsomes assessed as compound remaining at 1 uM after 15 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";" microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL4000172";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";""
"CHEMBL4095617";"";"None";"284.32";"0";"2.52";"8";"CC(C)n1nc(-c2coc(C3CC3)n2)c2c(N)ncnc21";"Stability";"'='";"2.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4000783";"Stability in mouse liver microsomes assessed as compound remaining at 1 uM after 15 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";" microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL4000172";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";""
"CHEMBL3394405";"";"None";"412.53";"0";"1.84";"15";"NC(=O)CC1CCN(c2cccc(C(=O)N[C@H]3C4CC5CC3C[C@](O)(C5)C4)n2)CC1";"Stability";"'='";"47.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3395233";"Metabolic stability in mouse liver microsomes assessed as compound remaining after 30 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3392965";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3394392";"";"None";"303.41";"0";"2.11";"2";"O=C(N[C@H]1CC[C@H](O)CC1)c1cccc(N2CCCCC2)n1";"Stability";"'='";"22.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3395233";"Metabolic stability in mouse liver microsomes assessed as compound remaining after 30 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3392965";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3410983";"";"None";"584.62";"1";"4.79";"G4-1";"Cc1ccc(OS(=O)(=O)c2cccc(C(F)(F)F)c2)c(-c2cc(-c3ccccc3)n(CC(=O)N[C@@H]3CCNC3)n2)c1";"Stability";"";"";"%";"";"";"Stable";"UO_0000187";"";"";"";"";"0";"CHEMBL3414036";"Metabolic stability in Balb/c mouse liver microsomes";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3407360";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";""
"CHEMBL3394409";"";"None";"446.60";"0";"3.07";"19";"O=C(N[C@H]1C2CC3CC1C[C@](O)(C3)C2)c1cccc(N2CCN(Cc3ccccc3)CC2)n1";"Stability";"'='";"21.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3395233";"Metabolic stability in mouse liver microsomes assessed as compound remaining after 30 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3392965";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3394393";"";"None";"343.47";"0";"2.98";"3";"O=C(c1cccc(N2CCCCC2)n1)N(C1CC1)[C@H]1CC[C@H](O)CC1";"Stability";"'='";"23.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3395233";"Metabolic stability in mouse liver microsomes assessed as compound remaining after 30 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3392965";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL1243283";"";"None";"567.00";"1";"4.89";"16";"CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNCc1cn(CCF)nn1";"Stability";"'='";"75.45";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1246648";"Metabolic stability in mouse liver assessed as compound remaining at 3.7 MBq after 60 mins";"A";"BAO_0000221";"tissue-based format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1240526";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";""
"CHEMBL3409972";"";"None";"419.46";"0";"1.91";"22";"CC(C)(C)n1nnc([C@H](CCCNC(=N)CF)NC(=O)c2ccccc2C(=O)O)n1";"Stability";"";"";"%";"";"";"Stable";"UO_0000187";"";"";"";"";"0";"CHEMBL3414103";"Metabolic stability in mouse liver microsomes";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3407386";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";""
"CHEMBL270193";"";"None";"525.56";"1";"3.97";"31";"CC(C)c1c(-c2nnc(NCCCCN)o2)cn2ncnc(Nc3cc(C(=O)NC4CC4)c(F)cc3F)c12";"Stability";"'='";"0.0";"nmol/min/mg";"";"";"";"";"";"";"";"";"0";"CHEMBL950142";"Metabolic stability in mouse liver microsomes per mg of protein at 3 uM after 10 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1143868";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL1945061";"";"None";"463.37";"0";"3.94";"59";"O=C(Nc1ccc(-c2ccc(OC(F)(F)F)cc2)cc1)N[C@@H]1COc2nc([N+](=O)[O-])cn2C1";"Stability";"'='";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1947393";"Metabolic stability of the compound in CD-1 mouse liver microsomes assessed as compound remaining after 1 hr";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1944507";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL1911691";"";"None";"384.73";"1";"5.37";"8";"Oc1nc(SCc2ccccc2Cl)c2c(c1Br)CCCC2";"Stability";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL1913244";"Metabolic stability of the compound in mouse liver microsomes assessed as stability rate per mg of protein at 300 uM after 10 mins by LC-MS/MS analysis in presence of NADPH";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1909577";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL1911587";"";"None";"330.84";"0";"4.48";"2c";"N#Cc1c(O)nc(SCc2cccc(Cl)c2)c2c1CCCC2";"Stability";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL1913244";"Metabolic stability of the compound in mouse liver microsomes assessed as stability rate per mg of protein at 300 uM after 10 mins by LC-MS/MS analysis in presence of NADPH";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1909577";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL2047962";"";"None";"548.70";"1";"3.34";"22";"COc1cc(N2CCN(C(=O)N3CCN(C)CC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1";"Stability";"'='";"46.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2049899";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 1 uM after 40 mins by mass spectrometry";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2046298";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";""
"CHEMBL2048078";"";"None";"561.74";"1";"4.23";"33";"COc1cc(N2CCC(CC(=O)N3CCN(C)CC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1";"Stability";"'='";"43.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2049899";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 1 uM after 40 mins by mass spectrometry";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2046298";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";""
"CHEMBL3286686";"";"None";"405.50";"0";"3.68";"7n, TG8-29";"Cc1cc2ccccc2n1CCNC(=O)c1ccc(N2CCC(C(=O)O)CC2)cc1";"Stability";"'='";"92.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3293430";"Metabolic stability of the compound in mouse liver microsomes assessed as compound remaining at 10 uM after 30 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3286257";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";""
"CHEMBL391387";"";"None";"463.97";"0";"4.02";"8f";"NC1CCN(Cc2ccn3ncnc(Nc4ccc(OCc5cccnc5)c(Cl)c4)c23)CC1";"Stability";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL923205";"Metabolic stability in mouse liver microsomes at 3 uM after 10 mins in presence of NADPH";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1140690";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";""
"CHEMBL4060164";"";"None";"375.22";"0";"2.84";"7c";"O=C(/C=C/c1cccn(C/C=C/c2cccc(Br)c2)c1=O)NO";"Stability";"'='";"89.93";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4001563";"Stability in mouse liver microsomes assessed as parent compound remaining at 1 mM in absence of NADPH measured after 30 mins by LC-ESI-MS/MS method";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";" microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL4000204";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";""
"CHEMBL2048909";"";"None";"585.11";"2";"5.17";"48m";"CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)S(C)(=O)=O";"Stability";"'='";"76.0";"microL/min/mg";"";"";"";"";"";"";"";"";"0";"CHEMBL2050653";"Metabolic stability in mouse liver microsomes at 1 umol/L after 20 mins by HPLC analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2046372";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL2048907";"";"None";"619.13";"2";"5.12";"46m";"CC(C)(O)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O";"Stability";"'='";"145.0";"microL/min/mg";"";"";"";"";"";"";"";"";"0";"CHEMBL2050653";"Metabolic stability in mouse liver microsomes at 1 umol/L after 20 mins by HPLC analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2046372";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL3401670";"";"None";"447.58";"0";"2.66";"13";"Nc1ccc(N2CCN(c3cccc(C(=O)N[C@H]4C5CC6CC4C[C@](O)(C6)C5)n3)CC2)cc1";"Stability";"'='";"97.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3404745";"Metabolic stability in mouse liver microsomes assessed as compound remaining after 30 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3399978";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3394411";"";"None";"447.58";"0";"2.47";"21";"O=C(N[C@H]1C2CC3CC1C[C@](O)(C3)C2)c1cccc(N2CCN(Cc3cccnc3)CC2)n1";"Stability";"'='";"60.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3395233";"Metabolic stability in mouse liver microsomes assessed as compound remaining after 30 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3392965";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL2017602";"";"None";"477.01";"1";"5.37";"18";"Cc1nc(N2CCC(O)(C3CCC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12";"Stability";"'='";"12.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2021112";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 30 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2016485";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";""
"CHEMBL2017750";"";"None";"541.53";"1";"4.91";"45";"Cc1nc(N2CCC(N3CCOC3=O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12";"Stability";"'='";"74.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2021112";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 30 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2016485";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";""
"CHEMBL2017753";"";"None";"554.57";"1";"4.82";"48";"Cc1nc(N2CCC(N3CCN(C)C3=O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12";"Stability";"'='";"94.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2021112";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 30 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2016485";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";""
"CHEMBL2017756";"";"None";"490.01";"0";"4.74";"51";"Cc1nc(N2CCC(NC(=O)C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12";"Stability";"'='";"85.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2021112";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 30 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2016485";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";""
"CHEMBL1950812";"";"None";"211.48";"0";"2.56";"3";"ClCCc1cnc(Cl)nc1Cl";"Stability";"'='";"33.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1954907";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 1 uM after 60 mins by LC/MS/MS analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1949598";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";""
"CHEMBL3410154";"";"None";"488.51";"0";"3.41";"4";"CCC[C@H](C(N)=O)[C@@H](CC(F)(F)F)C(=O)N[C@H]1N=C(c2ccccc2)c2ccccc2N(C)C1=O";"Stability";"'='";"51.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3412054";"Metabolic stability in mouse liver microsomes assessed as fraction of 0.5 uM parent compound remaining after 10 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3407492";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3410155";"";"None";"514.46";"1";"2.53";"5";"NC(=O)[C@@H](c1ncon1)[C@@H](CCC(F)(F)F)C(=O)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O";"Stability";"'='";"83.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3412054";"Metabolic stability in mouse liver microsomes assessed as fraction of 0.5 uM parent compound remaining after 10 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3407492";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3410157";"";"None";"513.48";"1";"3.13";"7";"NC(=O)[C@@H](c1cnoc1)[C@@H](CCC(F)(F)F)C(=O)N[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O";"Stability";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3412054";"Metabolic stability in mouse liver microsomes assessed as fraction of 0.5 uM parent compound remaining after 10 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3407492";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL1923003";"";"None";"385.25";"1";"5.81";"8e";"Cn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21";"Stability";"'='";"34.0";"microL/min/mg";"";"";"";"";"";"";"";"";"0";"CHEMBL1924803";"Metabolic stability of the compound in mouse liver microsomes assessed as compound degraded after 20 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1921673";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";""
"CHEMBL1923008";"";"None";"464.83";"1";"5.51";"10l";"OCCn1ccc2ncnc(Nc3ccc(Oc4cccc(OC(F)(F)F)c4)c(Cl)c3)c21";"Stability";"'='";"9.0";"microL/min/mg";"";"";"";"";"";"";"";"";"0";"CHEMBL1924803";"Metabolic stability of the compound in mouse liver microsomes assessed as compound degraded after 20 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1921673";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";""
"CHEMBL1923009";"";"None";"459.33";"1";"5.28";"12e";"OCCOCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21";"Stability";"'='";"41.0";"microL/min/mg";"";"";"";"";"";"";"";"";"0";"CHEMBL1924803";"Metabolic stability of the compound in mouse liver microsomes assessed as compound degraded after 20 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1921673";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";""
"CHEMBL1923018";"";"None";"517.90";"2";"5.52";"49";"N#Cc1cc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2n1CCOCCO";"Stability";"'='";"28.0";"microL/min/mg";"";"";"";"";"";"";"";"";"0";"CHEMBL1924803";"Metabolic stability of the compound in mouse liver microsomes assessed as compound degraded after 20 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1921673";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";""
"CHEMBL3264092";"";"None";"451.94";"1";"5.01";"47";"N[C@H]1CC[C@H](Nc2ccc3ncc(-c4ccc(Nc5ncc(Cl)cc5F)cc4)n3n2)CC1";"Stability";"'='";"57.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3265828";"Metabolic stability in mouse liver microsomes assessed as compound remaining measured at 30 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3259664";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL1910148";"";"None";"303.32";"0";"3.17";"40";"Cc1ccc(NC(=O)C(=O)c2c[nH]c3cc(C#N)ccc23)cc1";"Stability";"'='";"88.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1913671";"Metabolic stability in mouse liver microsomes assessed as compound remaining after 30 mins by HPLC analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1909628";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";""
"CHEMBL3237875";"";"None";"580.68";"1";"0.64";"3; ONX 0914; PR-957; LMP7";"COc1ccc(C[C@H](NC(=O)[C@H](C)NC(=O)CN2CCOCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)[C@@]2(C)CO2)cc1";"Stability";"'='";"106.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3997516";"Stability in Balb/c mouse liver S9 fraction assessed as compound remaining at 1 uM incubated for 90 mins in absence of NADPH by LC-MS/MS analysis";"A";"BAO_0000221";"tissue-based format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3994666";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"None";"";""
"CHEMBL4104187";"";"None";"624.09";"1";"2.69";"9";"CC(=O)OC([C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1cccc(Cl)c1)S(=O)(=O)[O-].[Na+]";"Stability";"'='";"14.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4013957";"Metabolic stability of mouse liver microsomes assessed as amount of parent compound remaining at 25 to 100 uM after 1 hr in the presence of NADPH by LC-MS method";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";" microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL4011653";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
